ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
Q9NQ79|secreted	Extracellular	0.0	0.0	0.0	0.9874	0.0	0.0001	0.0097	0.0	0.0	0.0029	0.0
P17813|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0001	0.9921	0.0073	0.0	0.0003	0.0001	0.0
O75509|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9898	0.007	0.0	0.0026	0.0006	0.0
Q6UWU2|secreted	Endoplasmic_reticulum	0.1272	0.0002	0.0015	0.2664	0.008	0.0219	0.3663	0.0001	0.0042	0.3305	0.0009
Q68BL7|secreted	Extracellular	0.0319	0.0042	0.0067	0.7196	0.0086	0.0182	0.1794	0.0013	0.0025	0.0591	0.0004
Q66K79|secreted	Extracellular	0.0031	0.0	0.0001	0.9371	0.0001	0.0014	0.0533	0.0	0.0	0.0079	0.0
Q6P5W5|cell-envelope	Cell_membrane	0.825	0.0014	0.0008	0.0046	0.0049	0.6887	0.104	0.0003	0.0155	0.1786	0.0014
Q9HCJ2|cell-envelope	Cell_membrane	0.9967	0.0	0.0	0.0	0.0005	0.9767	0.0066	0.0	0.0118	0.0044	0.0
P60852|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0003	0.0003	0.9845	0.013	0.0	0.0015	0.0003	0.0
P16519|secreted	Extracellular	0.0536	0.0002	0.0008	0.6582	0.0017	0.0125	0.1996	0.0001	0.0009	0.126	0.0
Q5VWK5|cell-envelope	Cell_membrane	0.9983	0.0005	0.0	0.0	0.0005	0.9726	0.0216	0.0001	0.0015	0.0029	0.0002
Q9BTN0|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9997	0.0002	0.0	0.0	0.0	0.0
P43681|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9963	0.0033	0.0	0.0002	0.0002	0.0
P20916|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0003	0.9964	0.0023	0.0	0.001	0.0	0.0
Q96FE5|cell-envelope	Cell_membrane	0.9755	0.0	0.0	0.0003	0.0008	0.9076	0.0164	0.0	0.0109	0.0638	0.0002
Q9Y6Q6|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.999	0.0005	0.0	0.0005	0.0	0.0
O15240|secreted	Extracellular	0.0116	0.0004	0.0004	0.7441	0.0029	0.0027	0.2209	0.0	0.013	0.0156	0.0
P59827|secreted	Extracellular	0.0117	0.0001	0.0035	0.8315	0.0105	0.0027	0.0595	0.0004	0.0	0.0916	0.0003
Q969P0|cell-envelope	Cell_membrane	0.9298	0.0	0.0	0.0508	0.0005	0.8133	0.0468	0.0	0.0091	0.0794	0.0
Q7Z5L7|secreted	Endoplasmic_reticulum	0.0954	0.0073	0.0222	0.3966	0.0663	0.0049	0.47	0.0027	0.0016	0.0264	0.0019
P16581|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.999	0.0007	0.0	0.0003	0.0	0.0
O95631|secreted	Extracellular	0.0002	0.0001	0.0001	0.9992	0.0001	0.0002	0.0001	0.0	0.0	0.0001	0.0
P06276|secreted	Extracellular	0.0187	0.0001	0.0021	0.6599	0.0004	0.004	0.1128	0.0	0.0007	0.2201	0.0
P43652|secreted	Extracellular	0.0353	0.0022	0.0027	0.5745	0.0015	0.005	0.3278	0.0001	0.0078	0.0784	0.0
O95256|cell-envelope	Cell_membrane	0.9764	0.0027	0.0018	0.019	0.0148	0.685	0.2624	0.0005	0.0041	0.0052	0.0046
Q8N423|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9994	0.0003	0.0	0.0003	0.0	0.0
Q6UY09|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9998	0.0002	0.0	0.0	0.0	0.0
Q03431|cell-envelope	Cell_membrane	0.9978	0.0	0.0	0.0	0.0002	0.989	0.0078	0.0	0.0009	0.0021	0.0
P28799|secreted	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8WWQ2|secreted	Extracellular	0.2053	0.0056	0.018	0.299	0.1503	0.0328	0.1919	0.1073	0.0054	0.1511	0.0385
O00144|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9986	0.001	0.0	0.0001	0.0003	0.0
Q6UWP8|secreted	Extracellular	0.0009	0.0	0.0	0.9261	0.0001	0.002	0.0349	0.0	0.0054	0.0316	0.0
Q86VH4|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9989	0.0008	0.0	0.0003	0.0	0.0
P54793|secreted	Cell_membrane	0.9935	0.0001	0.0	0.0001	0.0003	0.9127	0.0615	0.0	0.0161	0.0092	0.0
Q2MV58|secreted	Extracellular	0.0125	0.0	0.0001	0.9784	0.0	0.004	0.0094	0.0	0.0	0.0081	0.0
Q08380|secreted	Extracellular	0.0019	0.0022	0.0332	0.8996	0.0149	0.0017	0.03	0.0001	0.0005	0.0178	0.0001
O00478|cell-envelope	Cell_membrane	0.9981	0.0	0.0	0.0011	0.0021	0.9358	0.0583	0.0001	0.001	0.0013	0.0002
Q8IXL6|secreted	Golgi_apparatus	0.9742	0.0003	0.0001	0.0014	0.0057	0.0025	0.0508	0.0001	0.9386	0.0007	0.0
O43280|cell-envelope	Endoplasmic_reticulum	0.5497	0.0001	0.0002	0.18	0.0005	0.1602	0.5931	0.0	0.0015	0.0643	0.0001
P05156|secreted	Extracellular	0.0001	0.0	0.0001	0.9955	0.0	0.0003	0.001	0.0	0.0	0.0031	0.0
Q9ULW2|cell-envelope	Cell_membrane	0.9972	0.0	0.0	0.0	0.0	0.9927	0.004	0.0	0.0015	0.0019	0.0
Q86VH5|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0	0.9977	0.0016	0.0	0.0005	0.0002	0.0
O00634|secreted	Extracellular	0.0003	0.0	0.0	0.9995	0.0	0.0002	0.0001	0.0	0.0	0.0	0.0
P51654|cell-envelope	Cell_membrane	0.9331	0.0006	0.0002	0.0123	0.0014	0.5827	0.2276	0.0003	0.1019	0.073	0.0001
Q8TEU8|secreted	Extracellular	0.0046	0.0001	0.0002	0.933	0.0002	0.0041	0.0127	0.0	0.0023	0.0476	0.0
Q96DX4|secreted	Extracellular	0.0706	0.126	0.1325	0.5638	0.047	0.0353	0.0493	0.0019	0.0151	0.0246	0.0047
Q6NT32|secreted	Endoplasmic_reticulum	0.4615	0.0012	0.0035	0.2509	0.0055	0.0879	0.5199	0.0023	0.0108	0.1156	0.0025
P28039|secreted	Extracellular	0.0333	0.0002	0.0003	0.573	0.0002	0.0058	0.278	0.0	0.0006	0.142	0.0
Q08397|secreted	Extracellular	0.0152	0.0004	0.0004	0.9798	0.0018	0.0074	0.0022	0.0	0.0023	0.0056	0.0
O75084|cell-envelope	Cell_membrane	0.9674	0.0	0.0	0.0002	0.0005	0.936	0.0275	0.0	0.0084	0.0274	0.0
Q14956|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0001	0.0002	0.9982	0.0013	0.0	0.0001	0.0001	0.0
Q6H9L7|secreted	Extracellular	0.0058	0.0002	0.0003	0.9253	0.0011	0.0037	0.04	0.0	0.0093	0.0201	0.0
Q9NS93|cell-envelope	Cell_membrane	0.8632	0.0004	0.0002	0.0013	0.0057	0.4131	0.2689	0.0004	0.1103	0.1983	0.0014
Q5FYB1|secreted	Extracellular	0.0091	0.002	0.0024	0.9627	0.0016	0.0057	0.0129	0.0001	0.0012	0.0114	0.0
Q8N119|secreted	Extracellular	0.0076	0.0015	0.0035	0.9126	0.0374	0.0065	0.0167	0.006	0.0003	0.0154	0.0001
Q8TB73|secreted	Extracellular	0.0148	0.0011	0.0013	0.8988	0.0028	0.0041	0.084	0.0	0.0002	0.0077	0.0
Q96RQ9|secreted	Extracellular	0.0109	0.0002	0.0011	0.9336	0.0006	0.0035	0.0478	0.0	0.0001	0.013	0.0
P37173|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0004	0.986	0.0127	0.0	0.0007	0.0001	0.0
Q5SSG8|cell-envelope	Cell_membrane	0.9985	0.0004	0.0	0.0031	0.0042	0.8325	0.1416	0.0	0.0177	0.0004	0.0
Q14332|cell-envelope	Cell_membrane	0.985	0.0	0.0	0.0001	0.0007	0.9463	0.0261	0.0	0.0133	0.0135	0.0
Q6UXI9|secreted	Extracellular	0.0001	0.0	0.0	0.9989	0.0	0.0001	0.0009	0.0	0.0	0.0001	0.0
Q9H6X2|cell-envelope	Cell_membrane	0.9983	0.0008	0.0	0.0001	0.0	0.9419	0.0477	0.0	0.0086	0.0009	0.0
Q7RTZ1|secreted	Cell_membrane	0.778	0.0044	0.0023	0.1547	0.0083	0.4152	0.2542	0.0002	0.0958	0.0626	0.0023
Q5XG92|secreted	Extracellular	0.0314	0.0001	0.001	0.8807	0.0127	0.0033	0.0869	0.0002	0.0	0.0149	0.0001
Q14520|secreted	Extracellular	0.0	0.0	0.0	0.9985	0.0	0.0	0.0005	0.0	0.0	0.0009	0.0
O95970|secreted	Endoplasmic_reticulum	0.1564	0.0031	0.0083	0.1173	0.0074	0.0053	0.4808	0.0002	0.0519	0.3242	0.0014
P15391|cell-envelope	Cell_membrane	0.9994	0.0001	0.0	0.0002	0.0008	0.9619	0.0254	0.0001	0.0111	0.0003	0.0
Q2L4Q9|secreted	Extracellular	0.0094	0.0001	0.0006	0.9729	0.0009	0.006	0.0056	0.0	0.0005	0.0133	0.0
P14784|cell-envelope	Cell_membrane	0.9975	0.0	0.0	0.0007	0.0	0.9827	0.0126	0.0	0.0038	0.0002	0.0
O43405|secreted	Extracellular	0.0028	0.0	0.0028	0.8415	0.0008	0.0014	0.0978	0.0001	0.0	0.0554	0.0002
Q86Y34|cell-envelope	Cell_membrane	0.9377	0.0003	0.0001	0.0055	0.0054	0.8134	0.0743	0.0003	0.0231	0.0774	0.0004
Q9NQS3|cell-envelope	Cell_membrane	0.9989	0.0	0.0	0.0	0.0023	0.9859	0.0081	0.0001	0.0009	0.0027	0.0
Q96NZ8|secreted	Extracellular	0.0002	0.0	0.0001	0.9954	0.0001	0.001	0.0015	0.0	0.0001	0.0017	0.0
Q8N0V4|secreted	Endoplasmic_reticulum	0.2113	0.001	0.0014	0.1731	0.0088	0.0064	0.5986	0.0004	0.0162	0.1938	0.0003
Q8NEB7|secreted	Extracellular	0.016	0.0162	0.0107	0.9046	0.0074	0.0157	0.0256	0.0	0.0095	0.0102	0.0
Q96MK3|secreted	Golgi_apparatus	0.847	0.0002	0.0001	0.0493	0.0049	0.0028	0.1765	0.0	0.764	0.002	0.0
Q12836|cell-envelope	Cell_membrane	0.9948	0.0	0.0	0.0015	0.0001	0.9961	0.0016	0.0	0.0005	0.0002	0.0
Q6ZMH5|cell-envelope	Cell_membrane	0.9872	0.0002	0.0	0.0002	0.0031	0.9257	0.0528	0.0001	0.005	0.0122	0.0008
Q9Y2I2|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0002	0.0	0.9922	0.005	0.0	0.0024	0.0001	0.0
A6NL88|cell-envelope	Cell_membrane	0.7864	0.0066	0.0014	0.2377	0.0097	0.7223	0.0164	0.0007	0.0041	0.0008	0.0002
Q9ULV1|cell-envelope	Cell_membrane	0.9062	0.0002	0.0001	0.0004	0.0074	0.7969	0.0338	0.0005	0.0127	0.1477	0.0004
Q8N135|secreted	Extracellular	0.4204	0.0066	0.0166	0.453	0.1285	0.0909	0.256	0.0203	0.0034	0.0175	0.0072
Q6UWY0|secreted	Extracellular	0.0315	0.0001	0.0007	0.6869	0.0084	0.0023	0.2764	0.0003	0.0002	0.0245	0.0001
Q8WWV6|cell-envelope	Cell_membrane	0.9999	0.0002	0.0	0.0	0.0002	0.9957	0.0034	0.0	0.0003	0.0	0.0
P36894|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9864	0.01	0.0	0.0035	0.0001	0.0
C9JL84|secreted	Extracellular	0.3651	0.0108	0.0109	0.6662	0.0164	0.1972	0.0325	0.0001	0.0458	0.0199	0.0004
Q96CW9|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0005	0.0	0.9908	0.0057	0.0	0.0028	0.0001	0.0
Q8IZF4|cell-envelope	Cell_membrane	0.9524	0.0004	0.0001	0.0023	0.0069	0.7523	0.1377	0.0006	0.0232	0.076	0.0006
P04196|secreted	Extracellular	0.0003	0.0012	0.0006	0.9946	0.0	0.0034	0.0002	0.0	0.0	0.0001	0.0
Q9NQ76|secreted	Extracellular	0.0017	0.0004	0.0005	0.9671	0.0014	0.0019	0.0208	0.0	0.0015	0.0064	0.0
P07602|secreted	Extracellular	0.0028	0.0002	0.0022	0.8028	0.0012	0.0008	0.1437	0.0	0.0002	0.0488	0.0
P05186|cell-envelope	Cell_membrane	0.6694	0.001	0.0025	0.2522	0.0038	0.5309	0.0951	0.0007	0.0011	0.1119	0.0009
Q9HAT2|secreted	Extracellular	0.0215	0.0007	0.0068	0.8549	0.0025	0.0074	0.0664	0.0003	0.0002	0.0606	0.0002
Q86UE6|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0
Q6NUJ1|secreted	Extracellular	0.0051	0.0005	0.0016	0.9717	0.0011	0.0039	0.0148	0.0	0.0001	0.0062	0.0
O95498|cell-envelope	Cell_membrane	0.7506	0.0024	0.002	0.0133	0.0036	0.5015	0.1464	0.0005	0.023	0.3062	0.0011
A6NFA1|cell-envelope	Cell_membrane	0.9938	0.0001	0.0	0.0016	0.0002	0.9609	0.0323	0.0	0.0035	0.0015	0.0
O43300|cell-envelope	Cell_membrane	0.9944	0.001	0.0001	0.0004	0.001	0.8984	0.0602	0.0	0.0311	0.0076	0.0002
Q96PJ5|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9995	0.0005	0.0	0.0	0.0	0.0
Q8J025|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0001	0.0014	0.8242	0.1648	0.0	0.0085	0.0008	0.0002
P22004|secreted	Extracellular	0.2454	0.0287	0.0074	0.6108	0.0696	0.1787	0.0363	0.0001	0.0395	0.0287	0.0002
O00481|cell-envelope	Cell_membrane	0.9729	0.0	0.0	0.0128	0.0025	0.7982	0.1611	0.0001	0.0019	0.0231	0.0003
O95497|cell-envelope	Cell_membrane	0.9185	0.0008	0.0006	0.0349	0.0017	0.8298	0.0395	0.0001	0.0047	0.0874	0.0004
Q13705|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9887	0.0112	0.0	0.0001	0.0	0.0
Q6PEZ8|secreted	Extracellular	0.0181	0.0032	0.0044	0.8525	0.0031	0.0131	0.0961	0.0003	0.0006	0.0266	0.0001
Q9NZK5|secreted	Extracellular	0.0944	0.0007	0.0028	0.5362	0.0061	0.005	0.2957	0.0018	0.0027	0.1485	0.0004
P0DTE7|secreted	Extracellular	0.0	0.0	0.0	0.9875	0.0	0.0	0.0021	0.0	0.0	0.0104	0.0
P0DUB6|secreted	Extracellular	0.0	0.0	0.0	0.9875	0.0	0.0	0.0021	0.0	0.0	0.0104	0.0
P19961|secreted	Extracellular	0.0	0.0	0.0	0.9895	0.0	0.0	0.001	0.0	0.0	0.0095	0.0
P0DTE8|secreted	Extracellular	0.0	0.0	0.0	0.9875	0.0	0.0	0.0021	0.0	0.0	0.0104	0.0
Q99542|secreted	Extracellular	0.0009	0.0	0.0005	0.9706	0.0002	0.0007	0.0094	0.0	0.0	0.0185	0.0
Q96LA5|cell-envelope	Cell_membrane	0.9952	0.0	0.0	0.0005	0.0003	0.9866	0.0106	0.0	0.0007	0.0011	0.0
Q8NFQ6|secreted	Endoplasmic_reticulum	0.3449	0.0059	0.0269	0.3378	0.0299	0.0323	0.4816	0.0034	0.0057	0.0722	0.0042
P32297|cell-envelope	Cell_membrane	0.9691	0.0012	0.0002	0.0007	0.0006	0.8861	0.0626	0.0	0.0148	0.0336	0.0001
Q86V40|cell-envelope	Cell_membrane	0.9249	0.0019	0.0002	0.0522	0.0003	0.6882	0.1724	0.0	0.0353	0.0493	0.0002
P36896|cell-envelope	Cell_membrane	0.9984	0.0001	0.0	0.0002	0.0008	0.9758	0.0206	0.0001	0.0009	0.0012	0.0004
Q9Y264|secreted	Extracellular	0.004	0.0004	0.0009	0.9431	0.0017	0.0016	0.0277	0.0	0.0004	0.0242	0.0
P36897|cell-envelope	Cell_membrane	0.887	0.0	0.0001	0.0472	0.0012	0.7466	0.1451	0.0	0.008	0.0516	0.0001
P37023|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0001	0.0	0.9957	0.0039	0.0	0.0003	0.0	0.0
Q6GTS8|secreted	Endoplasmic_reticulum	0.3182	0.0007	0.0017	0.2156	0.0109	0.0139	0.6675	0.0021	0.0159	0.0713	0.0003
O94919|secreted	Endoplasmic_reticulum	0.8212	0.0004	0.0003	0.02	0.0107	0.3584	0.417	0.0006	0.0318	0.1587	0.0021
Q9Y5X9|secreted	Extracellular	0.0198	0.0022	0.0054	0.8289	0.0018	0.0197	0.0949	0.0004	0.0005	0.0461	0.0001
P11150|secreted	Extracellular	0.0635	0.0015	0.0014	0.7305	0.0008	0.0354	0.1813	0.0001	0.0009	0.0481	0.0001
P59901|cell-envelope	Cell_membrane	0.9562	0.0039	0.0011	0.0247	0.0046	0.7497	0.1525	0.0003	0.0478	0.015	0.0004
Q9H0B8|secreted	Extracellular	0.0008	0.0007	0.0012	0.9924	0.0001	0.0014	0.0012	0.0	0.0001	0.003	0.0
Q9BRR6|secreted	Endoplasmic_reticulum	0.2678	0.0007	0.0122	0.4019	0.0605	0.01	0.4058	0.0078	0.0211	0.0749	0.0052
Q6P988|secreted	Extracellular	0.0478	0.0019	0.0044	0.8225	0.0133	0.014	0.1191	0.0001	0.0021	0.0224	0.0002
O95965|secreted	Extracellular	0.0	0.0	0.0	0.9993	0.0	0.0	0.0	0.0	0.0	0.0007	0.0
Q86WK6|cell-envelope	Cell_membrane	0.9949	0.0001	0.0	0.0006	0.0001	0.8844	0.0718	0.0	0.0385	0.0045	0.0
Q12805|secreted	Extracellular	0.0009	0.0	0.0	0.9991	0.0	0.0007	0.0001	0.0	0.0	0.0	0.0
P11597|secreted	Extracellular	0.0107	0.0014	0.0214	0.7297	0.0233	0.0008	0.1685	0.0048	0.0001	0.0499	0.0002
Q9UHL4|secreted	Extracellular	0.0118	0.0001	0.0021	0.9326	0.0166	0.0038	0.0267	0.0001	0.0	0.0177	0.0003
P02675|secreted	Extracellular	0.0114	0.0	0.0	0.7857	0.0001	0.0021	0.0691	0.0	0.015	0.1279	0.0
O95841|secreted	Extracellular	0.0012	0.0001	0.0008	0.8948	0.0004	0.0007	0.0361	0.0	0.0001	0.0671	0.0
P15260|cell-envelope	Cell_membrane	0.9966	0.0006	0.0	0.0	0.0002	0.9543	0.0283	0.0001	0.0075	0.0089	0.0
Q8WTR8|secreted	Extracellular	0.0017	0.0005	0.0005	0.9981	0.0001	0.0005	0.0002	0.0	0.0	0.0	0.0
P24347|secreted	Mitochondrion	0.0588	0.0016	0.0108	0.3733	0.423	0.0036	0.0353	0.0697	0.0004	0.0767	0.0055
Q9NZP8|secreted	Extracellular	0.0806	0.0004	0.0018	0.5947	0.0212	0.0372	0.1304	0.0	0.016	0.198	0.0005
O15232|secreted	Extracellular	0.0005	0.0	0.0	0.9809	0.0	0.0003	0.0126	0.0	0.0005	0.0056	0.0
Q8TDL5|secreted	Extracellular	0.065	0.001	0.0088	0.6093	0.0185	0.0056	0.3098	0.0036	0.0003	0.0424	0.0007
O60882|secreted	Extracellular	0.0178	0.0005	0.0043	0.6892	0.0078	0.005	0.0724	0.003	0.0005	0.2164	0.0008
O60883|cell-envelope	Cell_membrane	0.9912	0.0001	0.0	0.0001	0.0003	0.9713	0.015	0.0	0.0077	0.0055	0.0
Q9GZU5|secreted	Extracellular	0.2632	0.0006	0.0011	0.6943	0.0029	0.1535	0.1002	0.0	0.0068	0.0403	0.0003
Q6ZMM2|secreted	Extracellular	0.0026	0.0003	0.0006	0.9631	0.0005	0.0032	0.0029	0.0	0.0018	0.0276	0.0
Q9UGM1|cell-envelope	Cell_membrane	0.9952	0.0	0.0	0.0	0.0001	0.9817	0.0101	0.0	0.0028	0.0052	0.0
P55107|secreted	Extracellular	0.0067	0.0003	0.0003	0.8878	0.0004	0.0082	0.0626	0.0	0.009	0.0315	0.0
A6NE02|secreted	Extracellular	0.1973	0.0002	0.0014	0.4728	0.0265	0.0143	0.3213	0.0	0.08	0.0746	0.0087
Q96PB7|secreted	Extracellular	0.1083	0.0046	0.0282	0.3783	0.055	0.0071	0.2583	0.0304	0.0118	0.2188	0.0076
Q96A99|secreted	Extracellular	0.0284	0.0007	0.0018	0.9558	0.0033	0.0163	0.0075	0.0	0.0009	0.0136	0.0
P04004|secreted	Extracellular	0.0001	0.0	0.0	0.9814	0.0	0.0001	0.0163	0.0	0.0	0.0021	0.0
P47871|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0001	0.9896	0.0089	0.0	0.0011	0.0002	0.0
A6NHN0|secreted	Extracellular	0.0037	0.0	0.0	0.9741	0.0001	0.0118	0.012	0.0	0.0001	0.002	0.0
P08254|secreted	Extracellular	0.0003	0.0	0.0011	0.9106	0.0001	0.0001	0.042	0.0	0.0	0.046	0.0
Q02509|secreted	Extracellular	0.0237	0.024	0.019	0.9375	0.0024	0.0123	0.0036	0.0001	0.0002	0.0008	0.0001
P09238|secreted	Extracellular	0.003	0.0	0.0012	0.8466	0.0003	0.0005	0.0918	0.0	0.0	0.0595	0.0
P83105|secreted	Extracellular	0.013	0.0001	0.0004	0.4102	0.002	0.0039	0.164	0.0001	0.0188	0.4006	0.0001
Q6E0U4|secreted	Extracellular	0.0	0.0	0.0	0.9999	0.0	0.0	0.0001	0.0	0.0	0.0	0.0
P59826|secreted	Extracellular	0.1305	0.0003	0.0045	0.6483	0.0069	0.0138	0.2666	0.0004	0.0026	0.0553	0.0014
P18505|cell-envelope	Cell_membrane	0.9819	0.0	0.0	0.0001	0.0006	0.8101	0.1172	0.0	0.0152	0.0566	0.0001
P02774|secreted	Extracellular	0.004	0.0017	0.0086	0.8318	0.0051	0.0022	0.0995	0.0002	0.0046	0.0463	0.0001
Q96MU8|cell-envelope	Cell_membrane	0.9977	0.0	0.0	0.0003	0.0003	0.9957	0.0027	0.0	0.0008	0.0001	0.0
Q9BZR6|cell-envelope	Cell_membrane	0.9996	0.0	0.0	0.0001	0.0	0.9974	0.0019	0.0	0.0006	0.0	0.0
Q12891|cell-envelope	Cell_membrane	0.9937	0.0	0.0	0.0042	0.0	0.9885	0.0063	0.0	0.0007	0.0003	0.0
Q9Y646|secreted	Extracellular	0.0211	0.0007	0.0749	0.6608	0.0631	0.0019	0.1008	0.0356	0.0001	0.0345	0.0277
P45452|secreted	Extracellular	0.0002	0.0	0.0017	0.9165	0.0001	0.0001	0.0239	0.0	0.0	0.0576	0.0
Q8NI99|secreted	Extracellular	0.0021	0.0	0.0002	0.9808	0.0022	0.0011	0.0079	0.0	0.0002	0.0076	0.0
P39900|secreted	Extracellular	0.0007	0.0	0.0024	0.8159	0.0011	0.0001	0.0265	0.0	0.0	0.1538	0.0001
O15204|secreted	Extracellular	0.0135	0.0019	0.0056	0.8693	0.005	0.0104	0.0244	0.0003	0.017	0.066	0.0001
P27918|secreted	Extracellular	0.0	0.0	0.0	0.9997	0.0	0.0001	0.0001	0.0	0.0	0.0001	0.0
P03956|secreted	Extracellular	0.0002	0.0	0.0002	0.9048	0.0001	0.0001	0.0292	0.0	0.0	0.0656	0.0
Q6UXT9|secreted	Extracellular	0.2368	0.0003	0.0004	0.5302	0.0043	0.0256	0.407	0.0001	0.0043	0.0276	0.0
Q9BTY2|secreted	Endoplasmic_reticulum	0.0813	0.0	0.0005	0.1132	0.0004	0.0032	0.5304	0.0	0.001	0.3511	0.0001
P22894|secreted	Extracellular	0.001	0.0001	0.0071	0.8669	0.0029	0.0003	0.0214	0.0004	0.0	0.1006	0.0003
A8MPY1|cell-envelope	Cell_membrane	0.9639	0.0035	0.0003	0.0017	0.0177	0.4816	0.3307	0.0492	0.0625	0.0474	0.0052
Q17RR3|secreted	Extracellular	0.0007	0.0001	0.003	0.9627	0.0031	0.0003	0.0126	0.0	0.0	0.018	0.0
P54315|secreted	Extracellular	0.0	0.0	0.0002	0.9832	0.0001	0.0001	0.0038	0.0	0.0	0.0126	0.0
Q96ID5|cell-envelope	Cell_membrane	0.7577	0.0006	0.0004	0.0848	0.0028	0.552	0.1853	0.0	0.0655	0.1075	0.0011
Q9GZM7|secreted	Extracellular	0.0003	0.0	0.0	0.9787	0.0	0.0002	0.0052	0.0	0.0	0.0159	0.0
Q15846|secreted	Endoplasmic_reticulum	0.0603	0.0025	0.0067	0.2239	0.0032	0.0019	0.701	0.0001	0.0084	0.0523	0.0
O60687|secreted	Extracellular	0.004	0.0003	0.0004	0.907	0.0004	0.007	0.0395	0.0	0.0016	0.0439	0.0
P16233|secreted	Extracellular	0.0	0.0	0.0004	0.9402	0.0	0.0001	0.0037	0.0	0.0	0.0556	0.0
O00451|cell-envelope	Cell_membrane	0.9973	0.0011	0.0002	0.0015	0.0001	0.9756	0.0148	0.0	0.0064	0.0001	0.0001
B1AKI9|secreted	Extracellular	0.01	0.0001	0.0003	0.8136	0.0003	0.0069	0.114	0.0	0.0078	0.0569	0.0
Q6UXB8|secreted	Cell_membrane	0.9955	0.0001	0.0	0.0024	0.0002	0.9865	0.0101	0.0	0.0005	0.0002	0.0
P43220|cell-envelope	Cell_membrane	0.979	0.0004	0.0001	0.0008	0.0022	0.8413	0.0852	0.0	0.0207	0.0487	0.0005
Q15465|cell-envelope	Extracellular	0.0724	0.0002	0.0004	0.8336	0.0047	0.0288	0.0952	0.0001	0.0038	0.0332	0.0
Q16602|cell-envelope	Cell_membrane	0.8907	0.0009	0.0002	0.0044	0.0081	0.6907	0.0865	0.0002	0.0266	0.1817	0.0007
P04070|secreted	Extracellular	0.0066	0.0	0.0001	0.9342	0.0002	0.0047	0.0433	0.0	0.0	0.0174	0.0
P00740|secreted	Extracellular	0.018	0.0007	0.0016	0.7557	0.0006	0.0047	0.0705	0.0	0.0016	0.1644	0.0001
Q9Y5C1|secreted	Extracellular	0.0045	0.0006	0.0029	0.7387	0.0011	0.0014	0.148	0.0001	0.0002	0.1071	0.0
Q8N4F0|secreted	Extracellular	0.1615	0.0002	0.0061	0.5697	0.0492	0.0085	0.2882	0.003	0.0006	0.07	0.0045
P28335|cell-envelope	Cell_membrane	0.9968	0.0	0.0	0.0	0.0005	0.9888	0.0068	0.0	0.0018	0.002	0.0
P23415|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0003	0.9493	0.043	0.0	0.0064	0.0009	0.0
Q53H76|secreted	Extracellular	0.0257	0.0013	0.006	0.8011	0.0018	0.0132	0.1134	0.0001	0.0012	0.0617	0.0002
Q9BU40|secreted	Extracellular	0.0003	0.0009	0.0015	0.9865	0.0002	0.0015	0.0028	0.0	0.0013	0.0053	0.0
Q6UXF7|secreted	Extracellular	0.0003	0.0	0.0001	0.9915	0.0	0.0003	0.0025	0.0	0.0001	0.0055	0.0
Q6KF10|secreted	Extracellular	0.0015	0.0005	0.0003	0.9899	0.0001	0.0022	0.0054	0.0	0.0002	0.0015	0.0
O60383|secreted	Extracellular	0.0499	0.0021	0.0005	0.8041	0.0029	0.0149	0.1199	0.0	0.0182	0.0373	0.0
