ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
Q8N3Z0|secreted	Extracellular	0.004	0.0461	0.0154	0.8998	0.0042	0.0013	0.0308	0.0001	0.0001	0.0022	0.0
P10600|secreted	Extracellular	0.0444	0.0017	0.0018	0.7962	0.0064	0.0175	0.0359	0.0001	0.0499	0.0905	0.0
P16219|mitochondrion-matrix	Mitochondrion	0.2116	0.0005	0.0121	0.0002	0.979	0.0001	0.0	0.0012	0.0	0.0	0.0068
P29274|cell-envelope	Cell_membrane	0.998	0.0	0.0	0.0	0.0	0.9959	0.002	0.0	0.0008	0.0013	0.0
Q14642|cell-envelope	Cytoplasm	0.168	0.0905	0.4944	0.0825	0.063	0.0765	0.0761	0.0054	0.0447	0.0537	0.0132
O14874|mitochondrion-matrix	Mitochondrion	0.267	0.0001	0.0016	0.0003	0.9932	0.0001	0.0001	0.0035	0.0	0.0001	0.0009
Q8TBE7|cell-envelope	Lysosome/Vacuole	0.6512	0.0009	0.0008	0.0	0.0095	0.2104	0.1886	0.0007	0.1355	0.4477	0.0059
Q401N2|cell-envelope	Cell_membrane	0.9898	0.0005	0.0	0.0004	0.0022	0.873	0.1007	0.0001	0.0105	0.0121	0.0004
P07339|secreted	Extracellular	0.0023	0.0	0.007	0.7828	0.0028	0.0005	0.0419	0.0014	0.0	0.1629	0.0005
P16444|cell-envelope	Cell_membrane	0.9516	0.0001	0.0004	0.0046	0.001	0.8068	0.149	0.0	0.0091	0.0286	0.0004
Q13324|cell-envelope	Cell_membrane	0.9635	0.0014	0.0002	0.0001	0.0026	0.5252	0.2875	0.0015	0.1062	0.073	0.0023
Q2MJR0|cell-envelope	Cell_membrane	0.8469	0.1856	0.0751	0.0075	0.0257	0.6829	0.0057	0.0003	0.0102	0.0003	0.0067
P21128|secreted	Extracellular	0.0009	0.0	0.0004	0.9045	0.0001	0.0004	0.0413	0.0	0.0002	0.0529	0.0
Q99574|secreted	Extracellular	0.0032	0.0007	0.0219	0.632	0.0068	0.0003	0.2635	0.007	0.0	0.0675	0.0002
Q6PIU2|cell-envelope	Endoplasmic_reticulum	0.754	0.0004	0.0047	0.0348	0.0272	0.0013	0.8936	0.0006	0.0249	0.0108	0.0019
A6NJ78|mitochondrion-matrix	Mitochondrion	0.3075	0.0544	0.0835	0.0057	0.8077	0.0237	0.0024	0.0005	0.003	0.0017	0.0174
O95390|secreted	Extracellular	0.001	0.0003	0.0003	0.9899	0.0006	0.002	0.0031	0.0	0.0002	0.0038	0.0
Q9NSI5|cell-envelope	Cell_membrane	0.8086	0.2218	0.0334	0.0036	0.0209	0.6775	0.0088	0.0013	0.0091	0.0011	0.0226
Q9BY76|secreted	Extracellular	0.0005	0.0001	0.0002	0.9906	0.0005	0.0004	0.0036	0.0	0.0	0.0046	0.0
Q9NRN5|secreted	Extracellular	0.0154	0.001	0.006	0.6454	0.0038	0.0048	0.2722	0.0003	0.0002	0.0662	0.0001
Q6UXH8|secreted	Extracellular	0.0061	0.0001	0.0003	0.8684	0.0002	0.0039	0.0902	0.0	0.0057	0.0312	0.0
O75830|secreted	Endoplasmic_reticulum	0.0174	0.0001	0.0008	0.2503	0.0007	0.0002	0.7223	0.0001	0.0001	0.0254	0.0
Q7L0Y3|mitochondrion-matrix	Mitochondrion	0.5388	0.0002	0.0019	0.0	0.686	0.0001	0.0003	0.3099	0.0	0.0	0.0015
Q7Z5Y6|secreted	Extracellular	0.0231	0.0028	0.0039	0.9172	0.0117	0.015	0.0267	0.0005	0.0077	0.0144	0.0
P04278|secreted	Extracellular	0.1349	0.0037	0.0097	0.5531	0.0478	0.0188	0.3284	0.0014	0.0029	0.0325	0.0017
P05121|secreted	Extracellular	0.0129	0.0005	0.0051	0.8083	0.006	0.001	0.1505	0.001	0.0001	0.0273	0.0001
P34820|secreted	Extracellular	0.0034	0.0005	0.0012	0.977	0.0016	0.0032	0.009	0.0001	0.0005	0.007	0.0
Q6UWY5|secreted	Extracellular	0.0192	0.0007	0.0011	0.5843	0.0018	0.006	0.2627	0.0002	0.0006	0.1424	0.0002
Q6UX73|secreted	Extracellular	0.0164	0.0002	0.0008	0.7123	0.0007	0.004	0.2074	0.0	0.0002	0.0744	0.0
Q86UW8|secreted	Extracellular	0.0043	0.0001	0.0002	0.9737	0.0019	0.0013	0.0126	0.0	0.0	0.0102	0.0
O75718|secreted	Endoplasmic_reticulum	0.1019	0.0032	0.0039	0.1923	0.0113	0.0014	0.7245	0.0017	0.0047	0.0568	0.0002
Q9NTG7|mitochondrion-matrix	Mitochondrion	0.3261	0.0001	0.0019	0.0005	0.9913	0.0004	0.0001	0.0018	0.0	0.0	0.0037
Q5VXJ0|secreted	Extracellular	0.0437	0.0001	0.0006	0.4782	0.0011	0.0086	0.3492	0.0	0.0003	0.1619	0.0
Q9Y639|cell-envelope	Cell_membrane	0.999	0.0001	0.0	0.0001	0.0004	0.9678	0.025	0.0	0.0056	0.001	0.0
O00241|cell-envelope	Cell_membrane	0.9836	0.0005	0.0001	0.01	0.007	0.8239	0.1323	0.0006	0.0065	0.018	0.0011
P34981|cell-envelope	Cell_membrane	0.9375	0.0001	0.0	0.0	0.0007	0.7925	0.0388	0.0	0.0319	0.1358	0.0001
Q8IWV1|cell-envelope	Cell_membrane	0.9772	0.0096	0.0011	0.0003	0.0172	0.6145	0.1161	0.018	0.1915	0.0307	0.0012
Q8N126|cell-envelope	Cell_membrane	0.9949	0.0	0.0	0.0	0.0	0.9698	0.017	0.0	0.0042	0.009	0.0
Q5VXI9|secreted	Extracellular	0.0591	0.0002	0.0032	0.673	0.0045	0.0054	0.2029	0.0004	0.0004	0.1094	0.0005
P07098|secreted	Extracellular	0.0381	0.0001	0.0024	0.6323	0.006	0.0013	0.2321	0.0005	0.0004	0.1247	0.0003
P56373|cell-envelope	Cell_membrane	0.9636	0.0003	0.0005	0.0014	0.0066	0.7806	0.1377	0.0002	0.0295	0.0406	0.0026
Q8WU08|cell-envelope	Nucleus	0.1808	0.6708	0.2558	0.0011	0.0084	0.0193	0.0137	0.0022	0.0115	0.0119	0.0054
Q08ET2|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0006	0.0012	0.982	0.015	0.0	0.0005	0.0005	0.0002
Q6PEW0|secreted	Cell_membrane	0.9156	0.0004	0.0002	0.0135	0.0008	0.5674	0.2958	0.0001	0.0595	0.0621	0.0001
Q9Y5Y4|cell-envelope	Cell_membrane	0.9892	0.0049	0.0011	0.0	0.0549	0.7138	0.1437	0.0079	0.0184	0.0139	0.0413
Q9H6D3|cell-envelope	Cell_membrane	0.986	0.0003	0.0001	0.0001	0.0012	0.4298	0.3865	0.0	0.1573	0.0246	0.0002
O14649|cell-envelope	Cell_membrane	0.9932	0.0013	0.0001	0.0004	0.0082	0.9513	0.0147	0.0009	0.0144	0.0077	0.0011
P63092|cell-envelope	Cell_membrane	0.9943	0.0007	0.0002	0.0	0.0002	0.9751	0.0017	0.0	0.0175	0.0046	0.0
Q6UXV0|cell-envelope	Cell_membrane	0.993	0.0004	0.0001	0.0055	0.0004	0.951	0.0219	0.0	0.0177	0.0029	0.0
Q9UIA0|cell-envelope	Cell_membrane	0.5996	0.1156	0.1212	0.0116	0.0258	0.5456	0.0215	0.0107	0.0582	0.0811	0.0087
Q86YT9|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9988	0.001	0.0	0.0002	0.0	0.0
Q9BWS9|secreted	Extracellular	0.039	0.0002	0.0019	0.5243	0.0177	0.001	0.4012	0.0007	0.0004	0.0522	0.0003
Q9NYG8|cell-envelope	Cell_membrane	0.931	0.0047	0.0015	0.0093	0.024	0.9473	0.0058	0.0032	0.0016	0.0017	0.0008
O95727|cell-envelope	Cell_membrane	0.9965	0.0039	0.0	0.0001	0.0025	0.5289	0.2951	0.0001	0.1563	0.0126	0.0005
P04280|secreted	Extracellular	0.0	0.0001	0.0009	0.9978	0.0012	0.0	0.0	0.0	0.0	0.0	0.0
Q96QZ0|cell-envelope	Cell_membrane	0.7904	0.0058	0.0021	0.0004	0.0097	0.4102	0.2292	0.0023	0.0694	0.263	0.0078
P48048|cell-envelope	Lysosome/Vacuole	0.7446	0.0141	0.008	0.0001	0.0457	0.3003	0.1826	0.0011	0.0969	0.3228	0.0284
Q93097|secreted	Extracellular	0.2348	0.0004	0.0007	0.4356	0.0018	0.2234	0.0763	0.0	0.0159	0.2454	0.0003
P28222|cell-envelope	Cell_membrane	0.9991	0.0	0.0	0.0	0.0	0.9949	0.0032	0.0	0.0007	0.0011	0.0
P43115|cell-envelope	Cell_membrane	0.9992	0.0	0.0	0.0	0.0001	0.9966	0.0019	0.0	0.0007	0.0008	0.0
P01137|secreted	Extracellular	0.0005	0.0	0.0001	0.9933	0.0001	0.0006	0.0028	0.0	0.0003	0.0028	0.0
Q9NNX1|secreted	Cytoplasm	0.0365	0.0996	0.8077	0.0	0.0008	0.0191	0.0017	0.0003	0.0565	0.0142	0.0001
Q9NXC2|secreted	Cytoplasm	0.0208	0.0317	0.7262	0.0384	0.0334	0.0075	0.0071	0.0154	0.0008	0.0162	0.1233
Q15782|secreted	Extracellular	0.145	0.0005	0.0053	0.4764	0.0062	0.0302	0.1991	0.0011	0.0089	0.2698	0.0024
Q96AP7|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0003	0.9989	0.0007	0.0	0.0001	0.0	0.0
O00744|secreted	Extracellular	0.0165	0.0006	0.0007	0.9723	0.0003	0.0064	0.0154	0.0	0.001	0.0032	0.0
Q13336|cell-envelope	Cell_membrane	0.9472	0.0001	0.0	0.0	0.0034	0.692	0.1347	0.0002	0.0726	0.0958	0.0011
Q13639|cell-envelope	Cell_membrane	0.9978	0.0	0.0	0.0	0.0	0.987	0.007	0.0	0.0036	0.0024	0.0
Q86XS5|secreted	Extracellular	0.0013	0.0004	0.0013	0.9619	0.0003	0.0006	0.0144	0.0	0.0001	0.0209	0.0
Q86V24|cell-envelope	Cell_membrane	0.9412	0.0004	0.0	0.0	0.0017	0.3639	0.3414	0.0001	0.1363	0.1561	0.0003
Q8N8R5|secreted	Mitochondrion	0.1748	0.001	0.0034	0.2471	0.6285	0.0102	0.0476	0.0268	0.0026	0.03	0.0028
Q3B7J2|secreted	Cytoplasm	0.0307	0.0084	0.5333	0.0873	0.0787	0.0027	0.0027	0.016	0.0001	0.0048	0.2659
Q8NFJ6|cell-envelope	Cell_membrane	0.9904	0.0	0.0	0.0	0.0005	0.8618	0.0874	0.0	0.0299	0.0204	0.0001
Q7Z418|cell-envelope	Cell_membrane	0.8268	0.0015	0.0006	0.0	0.0028	0.4844	0.1507	0.0002	0.0998	0.2582	0.0017
P30550|cell-envelope	Cell_membrane	0.9939	0.0001	0.0	0.0	0.0005	0.9666	0.0197	0.0	0.0052	0.0078	0.0001
P36222|secreted	Extracellular	0.0052	0.0006	0.0042	0.9105	0.0035	0.0044	0.0233	0.0003	0.0006	0.0526	0.0001
Q9UGM5|secreted	Extracellular	0.0222	0.0005	0.0009	0.8395	0.0014	0.0138	0.1036	0.0	0.0017	0.0386	0.0
P49908|secreted	Extracellular	0.0004	0.0001	0.0002	0.9987	0.0001	0.0003	0.0003	0.0	0.0	0.0002	0.0
P31321|cell-envelope	Cell_membrane	0.5209	0.1147	0.1856	0.0283	0.0408	0.4585	0.02	0.0156	0.0451	0.0383	0.053
P10644|cell-envelope	Cell_membrane	0.4503	0.0666	0.1993	0.0189	0.0374	0.3228	0.0392	0.0735	0.0608	0.0927	0.0885
P35414|cell-envelope	Cell_membrane	0.9987	0.0	0.0	0.0	0.0	0.9944	0.0022	0.0	0.001	0.0024	0.0
Q9BXN1|secreted	Extracellular	0.0034	0.0004	0.0007	0.9105	0.0018	0.0003	0.0805	0.0002	0.0001	0.0055	0.0
P41221|secreted	Extracellular	0.079	0.0015	0.0173	0.8151	0.0027	0.0108	0.0156	0.0	0.1108	0.0261	0.0001
P41145|cell-envelope	Cell_membrane	0.9989	0.0	0.0	0.0	0.0001	0.9945	0.0022	0.0	0.0015	0.0016	0.0
Q8IYR6|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9996	0.0001	0.0	0.0002	0.0	0.0
P78508|cell-envelope	Cell_membrane	0.9026	0.0073	0.0024	0.0001	0.0113	0.4577	0.2826	0.0049	0.1015	0.1244	0.0079
P30740|secreted	Cytoplasm	0.0702	0.0263	0.5581	0.0128	0.0314	0.0053	0.0162	0.1378	0.0026	0.0672	0.1423
Q6ZVX9|cell-envelope	Endoplasmic_reticulum	0.9765	0.0002	0.0	0.0	0.0049	0.1961	0.6693	0.0	0.1094	0.0186	0.0014
P28221|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0	0.0001	0.9932	0.0045	0.0	0.0014	0.0008	0.0
Q6UX07|secreted	Endoplasmic_reticulum	0.8909	0.0124	0.0348	0.0302	0.1992	0.0219	0.6294	0.0414	0.0171	0.0016	0.0121
Q16795|mitochondrion-matrix	Mitochondrion	0.7383	0.0001	0.0022	0.0001	0.9692	0.0001	0.0005	0.0181	0.0	0.0001	0.0097
Q96CM3|mitochondrion-matrix	Mitochondrion	0.5721	0.038	0.0258	0.0016	0.8904	0.0069	0.0034	0.0046	0.014	0.0016	0.0139
Q8TAX7|secreted	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q99706|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9892	0.0071	0.0	0.0035	0.0	0.0
P0DQD5|cell-envelope	Cell_membrane	0.9706	0.0008	0.0001	0.0001	0.0011	0.8578	0.0632	0.0002	0.0334	0.043	0.0004
P50391|cell-envelope	Cell_membrane	0.9706	0.0008	0.0001	0.0001	0.0011	0.8578	0.0632	0.0002	0.0334	0.043	0.0004
Q96A54|cell-envelope	Cell_membrane	0.9447	0.0003	0.0001	0.0	0.0038	0.4601	0.2971	0.0001	0.0989	0.1391	0.0004
O14793|secreted	Extracellular	0.0004	0.0001	0.0005	0.977	0.0001	0.0003	0.0104	0.0	0.0004	0.0112	0.0
Q15198|secreted	Extracellular	0.0002	0.0002	0.0035	0.9556	0.0002	0.0003	0.0226	0.0	0.0001	0.0175	0.0
P41597|cell-envelope	Cell_membrane	0.9949	0.0001	0.0	0.0	0.0013	0.9409	0.0284	0.0	0.0214	0.0075	0.0002
Q8IVL8|cell-envelope	Cell_membrane	0.7848	0.0005	0.0011	0.1118	0.0016	0.5672	0.1664	0.0001	0.0133	0.1373	0.0006
P12314|cell-envelope	Cell_membrane	0.9999	0.0001	0.0	0.0	0.0002	0.8638	0.1336	0.0	0.0022	0.0002	0.0
P51684|cell-envelope	Cell_membrane	0.9924	0.0023	0.0001	0.0	0.0008	0.9387	0.0241	0.0	0.0152	0.0183	0.0004
Q9NPC2|cell-envelope	Cell_membrane	0.9728	0.0033	0.0003	0.0006	0.007	0.8514	0.0733	0.0004	0.0346	0.0279	0.0013
Q99788|cell-envelope	Cell_membrane	0.9909	0.0	0.0	0.0	0.0005	0.9043	0.0349	0.0	0.0233	0.037	0.0
Q9H6B4|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0013	0.9372	0.0611	0.0001	0.0002	0.0	0.0
P47900|cell-envelope	Cell_membrane	0.9989	0.0001	0.0	0.0	0.0007	0.798	0.166	0.0	0.0322	0.0026	0.0003
Q96LB8|secreted	Extracellular	0.0001	0.0	0.0006	0.9515	0.0002	0.0001	0.0057	0.0	0.0	0.0419	0.0
P41143|cell-envelope	Cell_membrane	0.9884	0.0	0.0	0.0	0.0006	0.9879	0.0007	0.0	0.0003	0.0106	0.0
Q8N3J5|mitochondrion-matrix	Mitochondrion	0.1758	0.0019	0.025	0.0008	0.8517	0.0006	0.0002	0.1108	0.0001	0.0003	0.0087
Q8IYD9|secreted	Nucleus	0.2686	0.5156	0.2322	0.0088	0.0419	0.0476	0.0223	0.0099	0.0789	0.0184	0.0244
P14151|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0	0.0003	0.9901	0.0061	0.0	0.0026	0.0008	0.0001
P30518|cell-envelope	Cell_membrane	0.9755	0.0	0.0	0.0	0.0005	0.9369	0.0128	0.0001	0.006	0.0437	0.0001
P04628|secreted	Extracellular	0.0005	0.0	0.0	0.9974	0.0	0.0003	0.0005	0.0	0.0	0.0018	0.0
Q9GZP0|secreted	Extracellular	0.0009	0.002	0.0022	0.9838	0.0045	0.0013	0.004	0.0	0.0003	0.0019	0.0
Q9BZW8|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.995	0.0042	0.0	0.0008	0.0	0.0
Q96KN9|cell-envelope	Cell_membrane	0.9998	0.001	0.0	0.0	0.0016	0.984	0.0119	0.0002	0.0011	0.0001	0.0001
P31785|cell-envelope	Cell_membrane	0.9962	0.0	0.0	0.0002	0.0001	0.9928	0.003	0.0	0.0004	0.0034	0.0
P51686|cell-envelope	Cell_membrane	0.9622	0.0	0.0	0.0	0.0007	0.8889	0.0123	0.0	0.0134	0.0845	0.0001
P21810|secreted	Extracellular	0.0243	0.0001	0.0005	0.6756	0.0054	0.0008	0.2662	0.0	0.0006	0.0508	0.0
P49682|cell-envelope	Cell_membrane	0.9956	0.0	0.0	0.0	0.0005	0.9543	0.0222	0.0	0.0091	0.0138	0.0
Q9BZJ7|cell-envelope	Cell_membrane	0.9972	0.0012	0.0007	0.0001	0.0636	0.9115	0.0074	0.0046	0.0009	0.0014	0.0086
Q6Q788|secreted	Extracellular	0.0239	0.0006	0.0044	0.7691	0.017	0.0015	0.1866	0.0026	0.001	0.0172	0.0001
P30939|cell-envelope	Cell_membrane	0.9986	0.0	0.0	0.0	0.0001	0.9865	0.0081	0.0	0.0029	0.0024	0.0
Q5JXM2|secreted	Golgi_apparatus	0.5823	0.0093	0.0051	0.1759	0.0401	0.0323	0.2429	0.0005	0.4499	0.042	0.0019
P28566|cell-envelope	Cell_membrane	0.9979	0.0	0.0	0.0	0.0001	0.9814	0.0102	0.0	0.0038	0.0045	0.0
Q7L8A9|secreted	Nucleus	0.0977	0.4093	0.2889	0.2015	0.0199	0.0476	0.0056	0.0021	0.0029	0.0012	0.0211
O14904|secreted	Extracellular	0.0001	0.0	0.0001	0.9972	0.0	0.0002	0.0013	0.0	0.0001	0.0012	0.0
P04001|cell-envelope	Cell_membrane	0.9975	0.0	0.0	0.0	0.0001	0.9726	0.0118	0.0	0.0095	0.0059	0.0
P0DN78|cell-envelope	Cell_membrane	0.9975	0.0	0.0	0.0	0.0001	0.9726	0.0118	0.0	0.0095	0.0059	0.0
P0DN77|cell-envelope	Cell_membrane	0.9975	0.0	0.0	0.0	0.0001	0.9726	0.0118	0.0	0.0095	0.0059	0.0
Q9NR23|secreted	Extracellular	0.0368	0.0062	0.0073	0.5969	0.002	0.0178	0.1806	0.0001	0.0223	0.1667	0.0002
Q9HBU9|cell-envelope	Cell_membrane	0.9593	0.0022	0.0014	0.0	0.0005	0.4534	0.3812	0.0	0.0946	0.0664	0.0003
Q92633|cell-envelope	Cell_membrane	0.9899	0.0	0.0	0.0	0.0005	0.9632	0.0084	0.0	0.0069	0.021	0.0001
Q8TDS4|cell-envelope	Cell_membrane	0.9942	0.0001	0.0	0.0	0.0007	0.8538	0.0812	0.0	0.0397	0.0244	0.0001
P46095|cell-envelope	Cell_membrane	0.9695	0.0001	0.0	0.0	0.0117	0.8572	0.0559	0.0006	0.0156	0.0577	0.0012
P01893|cell-envelope	Cell_membrane	0.9962	0.0	0.0	0.001	0.0044	0.9718	0.0176	0.0002	0.0012	0.0038	0.0
P46093|cell-envelope	Cell_membrane	0.9981	0.0001	0.0	0.0	0.0005	0.7521	0.2109	0.0	0.033	0.0032	0.0003
P55082|cell-envelope	Cell_membrane	0.9853	0.0003	0.0	0.0018	0.0007	0.8788	0.0917	0.0001	0.0153	0.0112	0.0001
P32249|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0001	0.9933	0.0045	0.0	0.0018	0.0002	0.0
Q16769|secreted	Extracellular	0.082	0.0006	0.0008	0.5262	0.0037	0.0022	0.2779	0.0001	0.03	0.1585	0.0001
Q96J42|cell-envelope	Endoplasmic_reticulum	0.8572	0.0071	0.0014	0.0258	0.0073	0.1197	0.5372	0.0002	0.2336	0.066	0.0016
Q9UGM6|mitochondrion-matrix	Mitochondrion	0.2691	0.0067	0.0264	0.0001	0.9512	0.0013	0.0006	0.0007	0.0006	0.0002	0.0123
P34972|cell-envelope	Cell_membrane	0.9969	0.0	0.0	0.0	0.0001	0.9907	0.0032	0.0	0.0021	0.0039	0.0
P09544|secreted	Extracellular	0.0	0.0	0.0	0.9998	0.0	0.0	0.0	0.0	0.0	0.0001	0.0
Q8N8Q9|cell-envelope	Cell_membrane	0.7719	0.0001	0.0	0.0	0.0031	0.4219	0.0834	0.0001	0.1408	0.3502	0.0004
Q96QE5|mitochondrion-matrix	Mitochondrion	0.5636	0.0016	0.0038	0.0002	0.9866	0.0003	0.0016	0.0037	0.0004	0.0002	0.0014
Q96S86|secreted	Extracellular	0.0287	0.0005	0.0021	0.74	0.0066	0.0023	0.1225	0.0003	0.0003	0.1252	0.0001
O15335|secreted	Extracellular	0.0014	0.0001	0.0001	0.9388	0.0002	0.0003	0.0571	0.0	0.0	0.0033	0.0
Q13258|cell-envelope	Cell_membrane	0.9933	0.0001	0.0	0.0	0.0021	0.8733	0.0683	0.0	0.0391	0.0166	0.0004
Q9BY21|cell-envelope	Cell_membrane	0.9953	0.0001	0.0	0.0	0.0006	0.753	0.1711	0.0	0.0573	0.0179	0.0001
Q99678|cell-envelope	Cell_membrane	0.9969	0.0	0.0	0.0	0.0002	0.9678	0.0216	0.0	0.0068	0.0036	0.0
O14905|secreted	Extracellular	0.0	0.0	0.0001	0.9995	0.0	0.0	0.0001	0.0	0.0	0.0003	0.0
P48745|secreted	Extracellular	0.0001	0.0003	0.0012	0.9971	0.0001	0.0002	0.0001	0.0	0.0	0.001	0.0
P51677|cell-envelope	Cell_membrane	0.9815	0.0001	0.0	0.0	0.0005	0.6315	0.1943	0.0	0.1152	0.0582	0.0001
P56703|secreted	Extracellular	0.0034	0.0	0.0005	0.9861	0.0	0.0039	0.0026	0.0	0.0004	0.0064	0.0
Q9H665|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9977	0.0016	0.0	0.0007	0.0	0.0
P49238|cell-envelope	Cell_membrane	0.9728	0.0002	0.0001	0.0	0.0004	0.9096	0.0292	0.0	0.0189	0.0416	0.0001
P32246|cell-envelope	Cell_membrane	0.9893	0.0	0.0	0.0	0.0003	0.8427	0.0893	0.0	0.0274	0.0402	0.0
O95299|mitochondrion-matrix	Mitochondrion	0.2182	0.0008	0.0117	0.0009	0.9733	0.0005	0.0015	0.0056	0.0001	0.0007	0.0049
Q86V25|secreted	Extracellular	0.1815	0.2539	0.1761	0.2933	0.038	0.1106	0.0162	0.0291	0.0101	0.0303	0.0424
P46091|cell-envelope	Cell_membrane	0.9718	0.0002	0.0	0.0	0.001	0.3587	0.3377	0.0	0.1875	0.1147	0.0002
Q6U736|cell-envelope	Cell_membrane	0.9695	0.0001	0.0001	0.0	0.0055	0.7868	0.1054	0.0003	0.0549	0.0454	0.0015
Q4G0M1|secreted	Extracellular	0.0278	0.0047	0.0056	0.8977	0.0374	0.0121	0.0251	0.0017	0.005	0.0082	0.0024
Q8TEZ7|cell-envelope	Cell_membrane	0.9945	0.0005	0.0001	0.0	0.002	0.572	0.333	0.0003	0.0704	0.0196	0.002
P00480|mitochondrion-matrix	Mitochondrion	0.3698	0.0001	0.0025	0.0001	0.9925	0.0	0.0001	0.0031	0.0	0.0	0.0016
O43570|cell-envelope	Cell_membrane	0.9964	0.0	0.0	0.0002	0.0008	0.9835	0.0098	0.0	0.0017	0.0039	0.0
Q7Z3B1|cell-envelope	Cell_membrane	0.8872	0.0001	0.0001	0.0156	0.0003	0.7701	0.0678	0.0	0.0067	0.1392	0.0002
Q15166|secreted	Endoplasmic_reticulum	0.2251	0.0038	0.0519	0.2685	0.0288	0.0216	0.3457	0.0205	0.0141	0.241	0.0041
P09471|cell-envelope	Cell_membrane	0.9027	0.0077	0.0148	0.0003	0.0107	0.865	0.0035	0.0014	0.0161	0.0795	0.0009
Q8WUA8|secreted	Extracellular	0.0019	0.0001	0.0005	0.9542	0.0005	0.0012	0.0391	0.0	0.0	0.0044	0.0
P56704|secreted	Extracellular	0.0005	0.0003	0.0013	0.9975	0.0002	0.0004	0.0001	0.0	0.0	0.0003	0.0
O60938|secreted	Endoplasmic_reticulum	0.5453	0.0214	0.0332	0.2172	0.0208	0.1389	0.4509	0.0012	0.0508	0.0626	0.003
P51681|cell-envelope	Cell_membrane	0.9984	0.0	0.0	0.0	0.0001	0.9823	0.0094	0.0	0.0061	0.0022	0.0
P55103|secreted	Extracellular	0.0005	0.0001	0.0027	0.9322	0.0006	0.0009	0.0104	0.0001	0.0	0.0529	0.0
P25090|cell-envelope	Cell_membrane	0.9596	0.0	0.0	0.0	0.0017	0.8739	0.0109	0.0	0.0115	0.1017	0.0002
P06729|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9976	0.0018	0.0	0.0004	0.0	0.0
Q9BPW4|secreted	Peroxisome	0.4423	0.01	0.2104	0.0316	0.1163	0.0688	0.145	0.0679	0.0044	0.0478	0.2977
Q3MIR4|cell-envelope	Cell_membrane	0.9404	0.0002	0.0001	0.0027	0.013	0.5618	0.157	0.0025	0.0893	0.1727	0.0008
Q9HBW0|cell-envelope	Cell_membrane	0.9973	0.0001	0.0	0.0	0.0019	0.9848	0.0051	0.0	0.0049	0.0027	0.0005
Q6P087|mitochondrion-matrix	Mitochondrion	0.3368	0.0052	0.0125	0.0001	0.9788	0.0003	0.0	0.0001	0.0	0.0	0.003
Q9H1J5|secreted	Extracellular	0.0002	0.0	0.0001	0.9917	0.0001	0.0002	0.0016	0.0	0.0	0.0063	0.0
Q9H813|cell-envelope	Endoplasmic_reticulum	0.9919	0.0196	0.002	0.0	0.0191	0.0674	0.7809	0.001	0.0757	0.0068	0.0275
P21462|cell-envelope	Cell_membrane	0.9559	0.0	0.0	0.0	0.0018	0.8808	0.0074	0.0001	0.0059	0.104	0.0001
P58166|secreted	Extracellular	0.0005	0.0001	0.0005	0.9969	0.0007	0.0006	0.0005	0.0	0.0001	0.0006	0.0
Q9NPB9|cell-envelope	Cell_membrane	0.9346	0.0	0.0	0.0	0.0012	0.8048	0.029	0.0	0.0258	0.1389	0.0002
P56706|secreted	Extracellular	0.0026	0.0	0.0001	0.9698	0.0001	0.0018	0.0015	0.0	0.0007	0.026	0.0
O00755|secreted	Extracellular	0.073	0.0009	0.0051	0.8535	0.006	0.0498	0.0039	0.0	0.0189	0.0617	0.0001
P31997|cell-envelope	Cell_membrane	0.8428	0.0003	0.0002	0.0697	0.0028	0.7573	0.0645	0.0001	0.0175	0.0854	0.0022
P29279|secreted	Extracellular	0.0	0.0	0.0006	0.9987	0.0	0.0002	0.0	0.0	0.0	0.0004	0.0
Q8NBI3|secreted	Extracellular	0.0	0.0001	0.0	0.9997	0.0	0.0	0.0001	0.0	0.0	0.0001	0.0
Q30201|cell-envelope	Cell_membrane	0.9906	0.0	0.0	0.0001	0.0017	0.9571	0.0261	0.0	0.0041	0.0108	0.0002
P00739|secreted	Extracellular	0.0297	0.0008	0.0167	0.7519	0.0053	0.0017	0.103	0.0005	0.0011	0.1188	0.0002
P43626|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9934	0.0038	0.0	0.0027	0.0	0.0
